PERIOD,TARGET,EDVDM,DQXAB,KHFWG,KQDOC,IRKOX,PEPYL,QVEWW,DGHGR,ICGRJ,HSIOM,EKGJX,MWBDJ,ENMEX,WBCNW,XYFRF,BIWBE,MERVJ,FGQVN,KSCSZ,CUNBJ,LEEIA,ODPOC,BRYWC,NJIIZ,TVTQH,PHCRP,XUKCD,LIMUE,VEQKA,CMPMP,USPLV,OMLJD,SMSTS,EFBBA,ZQHHT,OKQPF,XRSXD,NUCJQ,HBOKK,ZARXQ,TUCND,NYQQU,VHZVZ,FPSXN,ODZWJ,GPPZF,MRSRZ,BYSDB,OUONZ
262,1.094336582,1.669024352,-0.264750448,-2.352987321,4.329274496,0.030440944,-0.591265281,0.140880413,3.206977521,-0.09951768,-0.60895985,-2.488382099,-0.463627806,0.968273702,2.611300663,0.603359983,0.180885599,-0.032388435,0.066079433,0.265515829,-1.126034978,-0.128698036,1.836339489,-3.054156556,1.371041917,1.215619768,0.927916621,1.525752035,1.485079412,0.091016892,0.327495878,-0.092689214,0.42401613,0.359560198,-0.380313041,-0.023299785,0.740829168,-4.656774607,1.466135471,-0.64458391,2.210274878,0.115888412,1.276363796,-0.981326658,-2.380185848,-1.494657587,1.247786656,0.407381808,0.414670304,0.007949138
263,0.560242933,2.247581286,-1.193270486,-1.296023919,3.17404605,-2.040042377,0.774929936,2.110966456,1.831194429,0.351943347,-1.083613405,1.635689662,1.025993584,-0.520317699,1.978610775,-1.821054544,-1.845512111,1.490667595,0.567387298,-1.036219348,-3.8089149,-1.014646765,1.500424122,-2.000770464,3.028307603,-0.139850038,-1.786789412,0.398843437,0.804888802,-1.090264628,1.943853524,-4.615210888,0.877324047,-0.993017298,-0.922146401,2.233827711,1.723097666,-4.517280653,-1.113211221,-3.996764857,3.34728074,-1.627189766,2.264006441,-0.048958997,-0.501210736,-1.861402424,0.449770114,0.026271224,-0.645887592,-1.954262525
264,2.831939215,5.319033083,-0.570971855,-1.911265168,-1.546030252,-1.061888917,-0.127301938,3.319418962,2.540160746,2.301812795,-1.395071505,-1.905556488,3.372633007,-1.686175052,4.471893517,-0.286017624,-2.269416318,-1.464123774,1.221456274,-1.322917169,2.859589942,-2.311242188,0.709778497,-0.641749146,2.911014218,-2.516131009,-2.057051211,1.546914899,-2.07163259,-0.526561516,0.871438167,-2.866620352,0.305652051,-0.614791997,-2.171476449,0.958018168,2.20562907,-4.355889026,2.334925204,0.258406894,-0.298594569,-3.614822114,1.868610473,-2.015398026,1.678340211,-1.578870627,3.257059048,1.676932437,1.858195922,-1.644395018
265,1.93854953,1.031682956,-0.525233102,1.140394625,2.847805871,0.3919437,1.377982946,-1.234384481,3.809915225,0.861710616,-1.093123586,-2.724228024,1.37469819,-1.744425109,5.483032434,-0.431698559,-3.312114485,-2.252729435,2.166353331,-1.33012772,-1.234019456,-1.437132277,4.325789097,-2.716734068,2.120895774,-1.44331878,-0.701491213,1.706624041,-0.965915881,-0.313922291,2.320866456,-1.375588261,-0.792909535,0.803412738,-0.329261974,2.132422188,1.998195134,-4.406443933,3.384293357,1.239677118,5.339429664,-2.62578259,3.683523184,-4.018949701,1.839114554,0.36249139,3.739392826,1.778821216,-0.622797042,-1.755544356
266,1.750722935,4.685313257,-1.251704354,-2.195389018,2.748005331,-0.821775691,-0.207394224,0.743682749,5.676987569,0.198822762,-0.810537631,-2.41758544,2.796529974,-0.781866094,3.822617739,0.726394362,-3.808634331,-1.418930224,1.327712815,-0.01193296,-1.33475722,-2.462255532,2.417514889,-0.229546839,0.108401144,-0.754841715,-0.43904125,2.248397569,-0.815317774,0.746343393,1.273522087,0.327025915,-1.188065884,1.43227627,-2.3933308,1.901415555,1.11114615,-3.327637436,2.937882615,1.917929532,1.776520076,-3.121913863,5.383308325,-2.116277456,1.33970206,-1.714095692,4.49156071,0.148267108,-0.117686291,-0.880357833
267,0.244879404,4.71938266,-0.31901701,-2.05449979,0.191519292,-0.410342383,0.272839265,2.237749488,1.868347356,0.603082905,-1.90094306,-2.911238998,0.855589227,-0.196149409,4.206191985,-0.274424734,-1.266278753,-0.925149871,0.139528288,0.243960455,-0.718217352,-1.44569325,0.596173626,-1.512593011,1.722051255,-0.077500336,-2.651615091,3.37394693,0.231129999,-0.727695353,1.663283364,-2.091475724,-0.325471072,0.189478742,-1.287678225,2.044550142,0.011241958,-3.867166585,1.704339822,-2.292347087,1.712710049,-2.169777108,1.801520274,-3.631967567,-1.154880682,-0.522065705,2.567735373,0.819793626,0.101588348,-0.946760419
268,2.247648762,1.4652871,-2.212779566,-2.43402599,3.398245108,-0.268713616,-1.152509927,2.164854063,4.648664969,2.231853,-3.444823699,-3.000521272,2.440047841,-0.623338244,4.549292774,1.542250882,-4.872255346,-1.945881748,-0.477194742,-1.637360253,-2.91545474,-1.34808771,0.313281073,-1.523937537,0.044928115,-0.673095175,-0.327076959,2.303810609,-1.86235557,-0.669090941,0.266529607,-3.327312127,-1.260058145,1.119562306,-3.602103015,4.006097498,3.047411385,-4.394564477,1.234118435,0.294574985,3.514004949,-0.753171153,3.924613659,-2.827624875,1.333388923,-0.242968694,3.23845336,1.002077909,0.072769221,-1.705612762
269,1.438148933,2.91732834,0.156105772,-3.239135158,1.255567603,0.595336118,-0.547928675,1.822569262,5.010403302,-0.118476031,-1.998864936,-3.645242119,2.557772052,-1.057746818,4.517385272,-1.820350328,-4.545722066,-0.33386952,-0.586708062,-1.394981774,-0.016731413,-2.707453249,0.738964372,-3.447724642,1.758099779,-1.414359339,-1.66676297,1.051609303,-2.586854464,0.013844643,0.865108028,-2.329416851,-1.067684709,1.779258998,-1.953868875,2.524178702,1.593295134,-4.400213066,1.980713119,-1.740393677,1.703215146,-2.711927443,3.579845352,-2.583677615,0.986980737,-1.52094848,1.838906869,0.464667533,0.483386116,-2.220564575
270,1.858051294,1.36325971,-0.205014674,-1.209978249,1.518512781,-1.827828895,-0.269128128,3.261162318,4.057622219,-0.423044617,-0.06777955,-2.625596473,1.905148627,0.622610104,1.982414577,-1.325677927,-0.701920634,-1.233057397,1.330351005,-1.776770722,0.049881577,-2.203059846,0.972324228,-1.013346083,1.196062386,-0.793615489,-0.309701819,1.321926306,0.867033509,-1.104994649,0.577934384,-1.487547921,-1.931581857,2.555060877,-0.245350182,2.128637088,1.211264819,-4.45472015,1.692741977,-0.996112446,1.054639545,1.135896703,2.072778301,-1.247143057,0.024045007,0.325110137,2.014399787,0.004509531,1.828944272,-3.839910828
271,0.142478348,3.024686044,0.432538141,-3.806991766,2.547203921,-1.310240601,0.373569346,0.655336541,6.467687141,-0.435039416,-3.732637434,-4.013418658,2.026881235,-0.584857595,5.530769913,0.566470508,-3.208038306,-1.517830557,3.652299063,-0.547681613,-1.571815628,-2.422096657,1.492008927,-2.486199492,0.297777457,0.317742732,-0.405282477,3.053758762,-1.264223148,-0.165239026,0.832577466,-2.954139105,-3.125569879,2.456540982,-1.439189386,1.887836914,2.741451257,-5.827591605,2.88062213,-0.854429593,5.434620844,0.110079911,3.872798783,-3.521464778,0.528147978,0.269141952,3.599239529,-0.511811859,0.407264923,-2.019873442
272,2.293518333,5.894446626,-1.350023757,-1.523158951,3.642484328,0.507554936,1.15686572,1.567238344,6.555952074,-0.460163254,-2.640310937,-1.918204515,1.894128632,-1.426850995,6.275185248,-0.530404527,-4.511292832,-2.200897638,2.591634401,-1.572558472,-1.082694725,-4.096778166,3.117188326,-2.353486066,1.71474639,-1.081897006,-1.386103426,3.638485954,-1.347835536,-0.680550304,1.110400431,-3.848370998,-2.55598102,1.877184236,-3.907243867,2.513732899,3.49234231,-8.749491763,4.861278631,-0.494140485,1.867818797,-2.601927398,4.631491712,-4.367742206,1.36275182,0.110799366,7.198504502,1.615813258,-0.803497233,-1.044671726
273,1.035833008,4.803154605,-0.12293416,-4.131384274,3.579656838,-1.793656606,-1.016609783,-0.451336338,6.015126493,-0.973742866,-3.987595262,-2.234309492,1.335130556,-1.230688952,4.879684759,-0.293044138,-4.955528142,0.527073742,2.883391277,-0.856545754,-0.567979174,-4.143408166,2.824391896,-4.047532315,1.843056532,-1.132918947,-1.402964335,1.706152605,1.066989502,-0.354540505,2.129369309,-2.15507074,-1.449675758,0.892217041,-3.278146184,2.282396169,3.378456948,-7.420541556,2.440468964,-1.926645528,4.533602537,-2.283225252,5.642786701,-2.507918556,0.322090045,-2.044647773,3.292576202,0.572474347,-0.642241292,-1.096181532
274,1.518201471,3.488220414,-1.006637789,-1.304145326,1.568649455,0.406575692,1.799732982,3.231298664,4.174031562,-0.156214017,-1.777715546,-2.935116394,2.067509643,0.594849679,2.043558227,-1.651914053,-0.412005922,-1.020008166,0.17018219,0.007561359,0.22922487,0.162422076,3.973015929,-2.896002712,1.958078229,-0.206403035,-2.500742623,2.18133763,0.861926707,-0.203690379,2.146785369,-2.707151037,0.476523834,2.00265711,0.088988607,1.625323346,2.276754563,-5.091632584,1.241574074,-2.37078635,5.210574201,-0.166145655,1.880508049,-1.672935229,-2.01632532,-2.829895594,1.766543772,1.579409076,0.543908144,-1.129596924
275,1.514377187,0.141953831,-0.4137765,-3.171428668,1.462392645,-0.761726108,-1.074612154,2.507851911,2.277979031,-0.467080088,-1.230434277,-2.388252542,2.376960972,1.954754002,1.320850615,-1.808041752,-2.655364091,1.096690644,0.915054541,-0.704937014,-1.070615676,-0.41031483,0.10381955,0.594135104,0.247054925,1.185792033,-0.816203925,2.156904567,1.006261354,-1.746688908,-0.553829111,0.539219539,1.167701923,1.461333738,-2.095080156,-1.039950763,0.347808902,-2.024771619,-0.016070419,-1.470462344,3.71239035,-0.283904801,1.266143615,-0.254678791,-0.767422003,-1.806815759,2.379428891,-0.632578985,-0.586133447,-3.081116504
276,1.091666681,0.288060382,-0.959117814,-1.62660074,3.498334007,-0.609992164,-1.236308387,3.179068111,2.754351705,-1.059657754,-1.619048341,-1.042837854,-0.332903281,-0.69494656,2.351115363,0.926926109,-0.619771812,0.015063492,0.005606859,0.100513409,-3.426540063,-0.73312078,3.685214907,-3.217224235,-0.148664553,0.678384075,-2.170678064,2.045940964,1.883304489,0.041024102,-0.166125495,-0.173137321,-0.289830779,0.344873605,-0.86499233,0.467440314,-1.358862016,-4.277288794,-0.627699953,-0.834202839,5.261731942,-0.037774773,2.830062348,0.753719469,-3.305200477,-0.327863587,1.731823112,0.501071079,0.104339942,0.393602543
277,1.322866523,2.355868088,2.481226644,-2.789357194,3.447676782,0.243260983,0.239133671,4.302606921,3.191389871,-1.208977214,-3.61165152,-3.194144111,0.449432254,-1.702137145,0.622787441,0.471077217,-1.130790223,0.871572525,2.054249967,0.97247089,-2.490520782,-1.101279064,3.878063036,-2.363081885,0.845958888,3.211367988,-0.544397077,2.242129474,1.778777331,0.076264076,1.832675768,0.044063117,-0.18514677,1.63590148,-0.657172232,2.096192723,0.86450481,-3.493056159,1.983299055,-2.580182901,2.270061717,2.316562967,3.075705152,0.972633953,-1.621760595,-0.398766152,1.674457256,2.674838701,-1.051762963,-0.648538832
278,1.447009114,1.1463537,-1.549255389,-1.337926124,2.078019258,-0.830781367,-0.210301583,0.504569945,2.734100449,1.527369799,-0.251091654,0.426377072,-0.121282331,1.313551938,1.555359752,0.900752016,-1.160493607,0.379479545,-0.310601135,-1.719141499,-3.079690805,-0.064042119,0.250258071,-0.170349016,-0.050371157,2.068463298,-0.826698117,2.579136179,1.008797897,-0.389574265,-0.758344954,0.506716743,-0.184172867,0.186398793,-1.8575511,-0.494798,0.03480278,-1.991227489,-0.396337762,-1.00054726,-0.918168975,-2.195845426,1.386280483,1.067584031,0.686766576,0.493873631,0.468155281,-0.905584679,2.311367455,-2.141189665
279,-1.571144839,0.953777223,-0.896824225,0.090223326,1.217374435,-0.337285194,0.012514753,0.435511569,0.572956424,0.239588037,-0.538765097,1.133839762,1.327016929,-0.037065474,0.574476295,-0.05615544,-2.122379619,-2.130115458,-0.549611982,-1.186898943,-0.918641339,0.975032397,-0.270916515,-0.968367297,-0.335331559,-0.392279155,1.61551379,0.664891903,0.254685602,-1.297155302,1.361873409,1.238080323,-1.279547443,-0.208957758,1.493754348,0.12738711,2.67374078,-2.071381094,0.433485801,1.440860568,-2.416061268,-0.068761982,0.320789302,-2.251315359,0.806592364,-0.637519623,0.857860313,0.604925517,0.407553636,-0.513001569
280,0.529092748,-1.629606236,-2.34222297,-0.397448915,-0.504186051,-2.056194286,0.955893318,-1.561603967,3.3558401,1.710083412,0.75208381,-1.025237736,2.265203016,-1.515582968,3.108929448,1.748889538,-1.14768855,-2.016239654,-0.516166481,1.069989543,-0.733877687,-3.488386422,2.194445478,-2.202882112,0.683694621,-1.516734702,-0.68671321,0.379935276,-0.684240813,-0.661281433,2.208968542,0.501652893,-1.562207713,0.003984729,-0.304964987,3.845567153,3.115214008,-1.745980242,1.933166055,1.000785211,-1.126835159,-1.414355805,2.336168327,-3.523002575,2.937739096,0.442114699,2.909583995,1.806175099,2.10495826,0.151741776
281,1.009269838,2.859843369,0.33714861,-0.926347454,1.029868961,-1.009117696,1.762658309,1.485697071,2.449804459,-1.122648664,-0.980446964,-1.305553308,2.057419772,0.591323215,2.699088712,-0.874449026,-2.718681191,-0.1644364,1.273521538,-0.55560824,-1.153275471,-0.509759544,2.164533664,-0.49269104,3.386592127,-3.19477514,-0.441582445,0.382375707,-1.263263327,0.52835811,1.83504822,-3.297667863,1.748469547,0.973239107,-0.753789341,0.78660227,1.323703422,-3.493406589,3.188283948,-0.592398902,1.582715888,-0.490162403,2.033185889,-0.828130374,1.504462304,0.162027519,2.668456503,0.311188752,-1.559157204,-0.327542095
282,0.522722649,4.435191988,-0.058482098,-1.753734786,-0.537209019,0.683429836,-0.165615745,2.472441706,4.319571694,-0.973300168,-2.111049787,-3.567286296,2.729996073,0.6115401,4.161517482,0.510909367,-2.930680449,-0.44478529,1.54785724,0.077646305,0.577826901,-0.93065336,1.248758751,-2.070629786,-0.307365543,-0.181860383,-3.115109342,2.897193623,1.056426743,0.292147841,2.284676375,-4.390378796,-0.895370821,1.266227877,-2.266711349,1.537437176,1.066883474,-5.115518766,2.901901804,-0.814582673,4.042554406,-0.192741327,2.892425728,-1.150617242,-1.108087857,-1.275495666,2.294278354,0.27607675,-0.223671285,-0.639852186
283,1.320420994,1.767296058,-0.73426712,-3.523367928,4.851788247,-0.174033535,0.149971144,2.015240606,5.295228336,-0.9418359,-2.721834117,-2.385386312,2.019540073,-1.311004797,4.11121355,-0.59108678,-2.097517382,0.641099595,2.318142236,0.005011613,-3.41345979,-1.718084783,3.19795623,-5.012509002,3.961769234,0.848136238,-1.257263451,4.600426086,-0.385108593,-0.204869454,1.785359718,-1.603043856,1.59070987,2.024899076,-0.754554425,2.580739142,0.773443036,-6.991366333,1.318045784,-3.427982017,1.6423013,-0.82338564,3.082758517,-1.706002266,-3.442498792,-3.104922719,3.734431776,0.980527361,0.380919732,-2.854986366
284,1.048821732,2.075836976,-0.849927775,-2.736132455,4.747896749,-0.027103567,1.182301575,4.149635723,9.584848946,1.075652693,-3.425367315,-5.926358602,1.572152988,0.601272273,6.618095834,0.25011792,-5.191934061,0.562900003,1.631319174,0.022624617,-3.439984015,-1.938891657,3.376002399,-6.728116591,4.099233865,-0.635758832,-2.922656379,2.140984206,1.188736474,0.038523276,0.741999735,-6.324258242,0.926686554,2.497495827,-2.876905544,2.520612289,1.136147508,-8.074032842,2.650136775,-2.702694053,4.705241293,-1.372178063,5.683685669,-3.417641816,-2.706012897,-3.751793731,4.764992346,1.248397979,0.545164851,-2.115786473
285,1.932564928,5.180552376,-0.133663343,-4.53278332,4.775497876,-0.50888154,0.393675868,3.184182104,7.023094818,-0.393950554,-4.053961039,-3.508343719,2.957543957,-2.614223915,5.49712636,-1.191625507,-3.741310169,-2.002723861,2.88881926,-1.249292574,-3.053377206,-2.045662288,2.50449633,-2.993949608,1.264701345,-1.794405901,-2.374047582,3.415636379,0.741890102,-2.422339308,3.384043129,-1.123323466,-0.423735121,0.373050481,-1.817467771,2.437401358,2.23042573,-6.690965889,2.381218318,-2.934622878,5.961040793,-2.264434337,4.415157099,-3.831168265,1.944808621,-3.430156238,4.868663067,2.033884386,0.505002733,-3.617222187
286,0.963351812,4.950725877,-1.104672458,-4.194797492,4.121982547,-2.148058139,-0.238824366,3.874293659,7.756595245,0.175054503,-4.632646212,-1.184946163,0.281189546,0.159165848,5.319892307,-0.4491527,-5.427085787,-2.074241624,2.202657888,-3.440254322,0.078591099,-3.034482018,2.512114443,-2.855492604,2.116371442,-3.221609917,-1.416125975,1.785610583,-1.029444876,-1.223285333,2.028046826,-2.266873273,-0.395531021,2.920601477,-2.594080553,3.757130524,5.045729826,-7.682063256,2.997802628,-2.51314787,5.027736151,-2.255587413,4.574953143,-3.867178524,-1.586726004,-2.434006174,2.601866666,2.357628591,-0.521144905,-1.878522358
287,2.378693042,4.480043259,-0.368922548,-2.584266714,1.137428372,-0.464349107,0.505290945,1.678055509,4.177393932,0.170654577,-1.793298182,-5.018850631,2.177029442,-0.579038504,3.481759177,-1.861070728,-3.581207357,-2.175264687,2.516899941,-1.545683341,0.281987454,-2.805498636,2.509136634,-1.238192901,2.671120028,-1.498659371,-2.264212061,2.179104088,-1.082872035,-0.600141904,0.285489659,0.614546983,-0.465912654,-0.634739744,-1.270961251,1.464184412,2.733346847,-3.583695114,2.946304411,-0.280574198,2.625400719,-2.46922897,3.000775651,-0.319719434,1.096560123,-2.160428376,4.155121948,0.771463814,-1.056783331,-2.796898502
288,0.513134722,4.366146848,-0.144641506,-3.726130431,2.617283531,-1.21125963,0.917593524,2.431953986,5.993436851,0.081090072,-1.603759864,0.205578393,1.781653594,-1.136877674,4.482528096,1.146797877,-4.509003816,-1.408235066,2.189253687,-1.771267035,-0.290109539,-2.326119994,0.782515972,-3.642759138,3.147781408,-0.521398788,-2.645340443,1.956533342,-0.905243516,1.750251121,1.225854974,-2.559898538,0.309237911,1.60499058,-0.962072089,2.634879863,2.116846334,-5.839482312,1.847699198,-2.478185124,3.085115026,-0.102399772,4.796517114,-2.986229585,-1.026155467,-1.699493662,0.544437495,1.30151598,0.43140518,0.320225727
289,1.796499845,3.8379954,-0.73740091,-3.528766222,3.835130256,0.244451909,0.509475184,-1.010512921,4.623997318,-1.40111755,-4.0296978,-4.264742622,3.350717801,-0.677814006,4.957495401,-0.297749181,-2.086608065,-0.900443599,1.56349736,1.262651239,-3.791003483,-0.626605802,0.0879919,-4.661479045,1.838368381,-0.332237855,-2.8234796,2.491635777,-1.288084356,-0.310903593,3.58846625,-3.667877595,-1.120632009,0.918033143,-2.924454622,2.380601024,0.474838373,-6.713711703,0.998595807,-4.565338636,4.124240843,-1.220711913,3.695129721,-1.03628315,-1.730056306,-2.580714477,3.341104506,0.589725529,-0.373291285,-1.770597488
290,1.978575906,2.539174838,-0.134135638,-1.845242427,4.821564958,0.27505238,-0.267803426,3.722565198,4.436689154,-0.369918111,-3.488648688,-2.380149973,1.524792234,-1.166701756,3.341277992,-1.735353877,-2.290010531,-0.097709796,2.38555246,0.126520984,-5.292061643,-1.272595109,2.554228441,-1.216186211,2.355979084,0.806827998,-1.950227263,2.035599962,0.022289513,-0.023376287,0.918524111,-1.568279448,-1.282258548,1.986216669,-1.964957369,2.659186267,-0.180634254,-4.631636867,0.549786218,-3.868318425,3.008699131,-1.257250053,4.254257871,0.159482735,-0.562465011,-0.518858935,3.741531385,0.377706506,-0.376937497,-1.371158235
291,0.819264289,3.621255363,1.077864397,-4.92213959,5.56589225,-1.503440287,2.51483456,1.488341686,7.903708923,1.091481114,-2.845083102,-1.025610063,1.279168673,-0.190631845,7.78664304,-1.863873088,-5.430281313,-1.903323484,4.15913785,-0.675395623,2.170931841,-2.969067628,3.738815082,-4.935742594,2.052739378,-2.078374424,-2.940444411,1.392842733,-1.097407009,-1.271707064,4.099921013,-4.237254098,-2.196829033,2.404577675,-1.613704279,4.762107305,3.038514218,-11.35813246,3.726754298,-4.798118446,5.363621578,-2.250396104,6.690520475,-3.263884703,-0.287053025,-1.728464124,4.172012458,2.30103944,0.936440191,-2.339611474
292,1.728641744,8.78095876,-1.593626316,-1.301007973,0.726787324,-1.468908478,2.045385689,2.923916768,7.170797744,1.587317163,-1.95181511,-2.053624732,4.640308436,-1.261872446,8.767734092,-0.00302081,-6.968641245,-4.585127094,4.705920405,-3.047222963,-0.556442354,-4.746839857,4.083809244,-0.206103025,0.061950917,-3.309037284,-3.001258527,3.012875452,-2.369105328,-4.189995404,3.919715635,-4.803191102,-4.028878974,-0.319720119,-0.417531648,6.124299364,6.580840779,-7.219442816,3.157160599,3.60606224,-0.904735961,-4.939861024,3.000810216,-7.621122951,2.957068971,-0.737217173,5.854473539,3.644191774,0.582657406,-2.544289655
293,-1.665018762,6.063614283,-2.836842863,-1.933663873,-0.594749669,-2.654023306,1.554688774,3.908574042,10.02584896,1.256479378,-0.030512031,-6.128672479,5.249476155,0.010077285,7.738887981,0.249326115,-7.138357192,-5.183369182,2.450579756,-2.500240345,3.404538883,-5.108478865,2.368869108,-2.817472965,-1.716589325,-5.349166616,-3.29859527,-0.56813402,-2.863840672,-1.855002693,4.61494469,-3.945166563,-4.797643165,-0.581679286,-1.364239728,5.257766892,6.518663769,-8.787331338,5.282708274,4.423582499,4.003226943,-4.636002966,5.476803012,-9.29223974,3.905350773,-0.858592299,6.437221242,1.062461547,2.124063049,-1.842217259
294,-0.249669166,6.677588055,-1.33457211,-0.854225902,-0.078743607,-0.85640281,0.755616276,4.816876746,6.545147539,0.710737624,-1.268470175,-3.640026594,2.961930078,-0.950621865,6.657278384,0.076908031,-5.473000261,-4.128045033,3.472176808,-1.511325479,-0.828660182,-3.640357759,1.642851902,-4.996318385,1.707622941,-2.841363411,-3.843651671,1.548518999,-2.449335992,-2.38628184,2.888536425,-0.999697497,-2.678464741,0.173831038,-2.231828978,2.966377488,5.983144954,-7.091905478,3.192651226,1.363826409,2.149552043,-4.591624526,4.464623007,-7.751703672,3.257637605,-0.894504745,5.740297238,2.183171352,1.000214986,-2.951990546
295,0.997983287,8.77956402,-0.359139967,-1.197204514,3.106823848,-0.025428504,0.194699952,4.230681961,7.126402382,-0.211417267,-2.784187119,-4.803549977,3.30859203,-1.13908432,7.941712004,0.615885591,-3.717361481,-3.916727908,4.306872254,-1.916781226,0.94443931,-1.963340354,3.474912974,-3.625561902,1.493657059,-1.836464609,-3.145416876,2.378127047,-1.178624031,-0.576500078,3.099491395,-5.371959937,-3.03898012,1.84479129,-0.975056852,5.471882121,4.431657674,-8.175339523,2.968324873,1.119426866,6.266262893,-2.180074103,4.754429233,-5.583152716,1.935298903,-1.127209449,4.85998396,1.578436868,-0.426331956,-2.356853573
296,0.402253865,5.106753128,-1.792352282,-2.542229717,3.55946382,-1.022178482,-0.399050011,1.241704943,6.685704964,0.446216831,-1.654417435,-4.694674131,3.171365487,-0.100304803,6.614217469,0.58462888,-3.94490873,-1.679574475,3.448112171,-1.31331382,-3.762213812,-2.708833265,3.531749057,-2.282327082,-0.137079136,-2.971886142,-1.181454342,0.900757011,-1.10554507,0.952723339,3.362913633,-1.941521592,-2.945063224,0.440980869,-3.093700575,5.287331617,3.882226281,-8.108216406,5.010507692,-0.897251374,2.606613456,-2.761055836,6.114991643,-2.327675411,1.182854068,-2.23240141,4.270384776,1.778494396,0.571679461,-2.260873663
297,2.600768389,5.690327013,-1.321746224,-3.709766399,4.510659088,-0.112391667,0.956417243,3.155140233,7.338554405,-0.614773813,-3.449464704,-5.429269287,2.721514115,-0.57506167,6.09527585,-1.343368399,-7.164404214,-1.237102554,5.21655206,-0.869164579,-0.998249522,-3.467353146,3.461676488,-5.271465218,3.067699466,-2.336294785,-3.782328321,2.93772452,-1.258570248,-2.057718477,3.263350511,-2.400384358,0.262693877,2.921534763,-2.744734506,5.192838899,2.677736325,-7.564839434,4.943661905,-2.923652644,3.464508426,-3.189293115,6.963533572,-4.645581814,0.153651264,-1.628394766,6.750207686,4.436482201,0.380013781,-1.772348481
298,0.847027651,2.654421845,-0.34816064,-1.374497571,4.12552555,0.195122375,0.670361555,3.550505111,6.424451265,-1.019534609,-4.015770214,-5.240626043,2.309551638,-1.783823834,5.500305153,0.060060747,-4.87421522,-4.366455306,4.462208533,-3.19498029,0.203773161,-2.031338828,3.671460252,-3.783998228,2.630679952,-3.437280224,-2.028211649,0.785830299,-1.212911292,0.134118537,2.858693818,-1.582330882,-3.465425724,0.317806293,-1.326943596,5.014813499,5.770697524,-7.454437397,5.251252619,-0.047037179,3.760244278,-4.138147056,6.224529782,-4.644771056,2.205729596,-1.124480974,5.00326881,1.469959219,-0.635170273,-2.486459674
299,1.767845326,7.945694015,-1.419963908,-4.016180917,2.336200848,-2.304639052,1.524160284,2.743123882,9.713084887,1.089491069,-1.666192881,-6.555045958,5.717839258,-0.059194111,8.076076571,-1.299516864,-7.237326238,-2.939721693,4.92238929,-0.109746266,2.239358313,-3.260352383,2.133295031,-2.631425851,1.79074313,-3.611113335,-2.912033132,2.90129886,-3.865661082,-1.459664923,2.969714316,-5.175188922,-4.073836032,1.529548146,-3.389275312,6.389002686,5.002814556,-8.5990952,4.543235738,0.518593202,3.960591611,-5.701001368,4.898138482,-5.49040674,0.868007572,-1.424263266,6.368211035,0.860369425,0.963292101,-2.996805323
300,1.140913718,6.716836558,-3.278426337,-3.336912523,3.889441624,-1.933394578,0.879893353,2.138355991,10.79065853,-0.476833363,-4.675051633,-10.91039594,2.540184207,-0.167798352,9.417141325,-2.262096836,-8.613893805,-4.274576087,4.101725585,-2.826865429,1.424033835,-5.422414089,2.490456747,-3.825481181,1.39967082,-3.52555491,-3.60331588,3.11218823,-2.399983364,-2.052987569,4.429295306,-2.567592259,-3.441988779,1.458410296,-2.028177505,4.777366907,2.810710758,-12.41556104,5.096576358,0.532239056,6.693686912,-4.659758287,7.883449085,-5.853185648,0.955262857,-2.503735812,7.439224333,2.410821698,0.878000106,-3.541821121
301,2.666184584,6.594822048,-2.883221733,-4.187743092,4.02822095,-0.944632678,2.804943655,4.700031352,10.73878231,-0.07159865,-2.930642937,-3.711543333,2.616761353,-0.34622167,8.109982693,-0.244765603,-6.046499386,-3.720374217,4.541393664,-0.418689589,-1.624148596,-5.246675874,5.094216625,-4.402102312,3.844816291,-3.023101504,-3.447529055,0.739414453,-1.694986473,-0.75826663,3.349375843,-2.571760945,0.038427814,1.480886785,-2.802523942,5.554468554,6.213814339,-11.09998718,7.394661544,0.048435791,6.002356722,-5.242117093,6.814709882,-5.409928872,-0.726907186,-1.356740407,6.59733514,3.266749972,0.959172683,-2.558143856
302,1.235609609,5.121366495,-1.565438099,-1.961398896,4.27166748,-0.428545873,-0.960068974,2.019073363,7.485758174,1.798855802,-3.879652685,-3.28059251,1.893527145,-0.382782704,6.672004717,-1.382441581,-4.638733172,-3.030665972,2.274047848,-2.218367501,0.139715883,-2.455166593,4.184330456,-3.708304237,0.923537786,-2.614921985,-2.839254993,1.792908323,-2.99430351,-2.027919645,2.146999439,-3.084680184,-2.819311131,1.26117859,-2.212557991,4.785177728,3.43993042,-6.993505329,3.016904883,-1.708942391,3.526554631,-2.996159171,4.433325227,-4.234830092,0.094498643,-0.761807707,4.637224409,0.886390933,0.251423724,-3.48538595
