,IDCOT3TR_Index#@#PX_LAST,IBOXIG_Index#@#PX_LAST,LD01TRUU_Index#@#PX_LAST,IDCOT1TR_Index#@#PX_LAST,IDCOT7TR_Index#@#PX_LAST,IDCOT20T_Index#@#PX_LAST,SPBDXUTR_Index#@#PX_LAST,LHVLTRUU_Index#@#PX_LAST,LTP5TRUU_Index#@#PX_LAST,BFU5TRUU_Index#@#PX_LAST,IBOXHY_Index#@#PX_LAST,JPEICORE_Index#@#PX_LAST,SPTR_Index#@#PX_LAST,SPE35CUN_Index#@#PX_LAST,MIMUEURN_Index#@#PX_LAST,NDDUJN_Index#@#PX_LAST,M1CXCAS_Index#@#PX_LAST,NDUECAXJ_Index#@#PX_LAST,MXAP_Index#@#PX_LAST,MIMUTURN_Index#@#PX_LAST,NDUEEGF_Index#@#PX_LAST,M1CXBLRL_Index#@#PX_LAST,IBOV_Index#@#PX_LAST,COLCAP_Index#@#PX_LAST,SPBLPGPT_Index#@#PX_LAST,IPSA_Index#@#PX_LAST,LC07TRUU_Index#@#PX_LAST,NDUEACWF_Index#@#PX_LAST,NDDUWI_Index#@#PX_LAST,PRTIPMEX_Index#@#PX_LAST,M00IMV$T_Index#@#PX_LAST,RU10VATR_Index#@#PX_LAST,M2USSNQ_Index#@#PX_LAST,M2US000$_Index#@#PX_LAST,RU10GRTR_Index#@#PX_LAST,DVGTR_Index#@#PX_LAST,PIPGUBER_Index#@#PX_LAST,PIPGCETE_Index#@#PX_LAST,PIPGFIX5_Index#@#PX_LAST,PIPGREA1_Index#@#PX_LAST,PIPGREA5_Index#@#PX_LAST,PIPGFX6M_Index#@#PX_LAST,LUACTRUU_Index#@#PX_LAST,LUATTRUU_Index#@#PX_LAST,LF98TRUU_Index#@#PX_LAST,BSEKTRUU_Index#@#PX_LAST,SPX_Index#@#PX_LAST,MXEU_Index#@#PX_LAST,MXJP_Index#@#PX_LAST,MXEF_Index#@#PX_LAST,SBMT_Index#@#PX_LAST,NDUEEGFL_Index#@#PX_LAST,MN40MUE_Index#@#PX_LAST,RAG_Index#@#PX_LAST,MXEU000G_Index#@#PX_LAST,TPX_Index#@#PX_LAST,XAU_Curncy#@#PX_LAST,BCOMTR_Index#@#PX_LAST,DJUSRET_Index#@#PX_LAST,DWGRSN_Index#@#PX_LAST,LPXDITU_Index#@#PX_LAST,CO1_Comdty#@#PX_LAST,CL1_Comdty#@#PX_LAST,LQD_US_EQUITY#@#PX_LAST,SHY_US_EQUITY#@#PX_LAST,IEF_US_Equity#@#PX_LAST,TLT_US_Equity#@#PX_LAST,TIP_US_Equity#@#PX_LAST,IEV_US_EQUITY#@#PX_LAST,EWJ_US_EQUITY#@#PX_LAST,EWC_US_Equity#@#PX_LAST,ILF_US_Equity#@#PX_LAST,EEM_US_EQUITY#@#PX_LAST,EWW_US_Equity#@#PX_LAST,EWZ_US_EQUITY#@#PX_LAST,IWD_US_Equity#@#PX_LAST,IWF_US_Equity#@#PX_LAST,IYR_US_Equity#@#PX_LAST,MXN_Curncy#@#PX_LAST,BRL_Curncy#@#PX_LAST,COP_Curncy#@#PX_LAST,PEN_Curncy#@#PX_LAST,CLP_Curncy#@#PX_LAST,EUR_Curncy#@#PX_LAST,JPY_Curncy#@#PX_LAST,CHN_Curncy#@#PX_LAST,UYU_Curncy#@#PX_LAST,BFCIUS_Index#@#PX_LAST,BIGPIGP1_Index#@#PX_LAST,CHPMINDX_Index#@#PX_LAST,CNCPIYOY_Index#@#PX_LAST,CNFRBAL$_Index#@#PX_LAST,COMFCOMF_Index#@#PX_LAST,CONSCURR_Index#@#PX_LAST,CONSEXP_Index#@#PX_LAST,CONSPXMD_Index#@#PX_LAST,CONSSENT_Index#@#PX_LAST,CPI_XYOY_Index#@#PX_LAST,CPI_YOY_Index#@#PX_LAST,CPUPAXFE_Index#@#PX_LAST,CPUPXCHG_Index#@#PX_LAST,CPURNSA_Index#@#PX_LAST,CSI_BARC_Index#@#PX_LAST,DXY_CURNCY#@#PX_LAST,EUBCI_Index#@#PX_LAST,EUCCEMU_Index#@#PX_LAST,EUESEMU_Index#@#PX_LAST,EUICEMU_Index#@#PX_LAST,EUR_CURNCY#@#PX_LAST,EURUSD_BGN_Curncy#@#PX_LAST,EUSCEMU_Index#@#PX_LAST,FDDSSD_Index#@#PX_LAST,FDTR_Index#@#PX_LAST,FDTRFTRL_Index#@#PX_LAST,GJGB10_Index#@#PX_LAST,GJGB5_Index#@#PX_LAST,GT10_GOVT#@#PX_LAST,GT2_GOVT#@#PX_LAST,GT5_GOVT#@#PX_LAST,HG1_COMDTY#@#PX_LAST,IMP1YOY%_Index#@#PX_LAST,INJCJC_Index#@#PX_LAST,INJCSP_Index#@#PX_LAST,JCPTEFEY_Index#@#PX_LAST,JNC_SALE_Index#@#PX_LAST,JNCPT_Index#@#PX_LAST,JNCPTXFF_Index#@#PX_LAST,JNMBYOY_Index#@#PX_LAST,JNMTOY_Index#@#PX_LAST,JNVHSYOY_Index#@#PX_LAST,JNWSDYOY_Index#@#PX_LAST,JPY_CURNCY#@#PX_LAST,MBAVCHNG_Index#@#PX_LAST,MXCPYOY_Index#@#PX_LAST,NAPMEMPL_Index#@#PX_LAST,NAPMPMI_Index#@#PX_LAST,NAPMPRIC_Index#@#PX_LAST,NFP_PCH_Index#@#PX_LAST,NFP_TCH_Index#@#PX_LAST,nwhlnyhi_index#@#PX_LAST,PRUSTOT_Index#@#PX_LAST,S_1_Comdty#@#PX_LAST,SAARTOTL_Index#@#PX_LAST,USGG10YR_INDEX#@#PX_LAST,USGG30YR_INDEX#@#PX_LAST,USHBMIDX_Index#@#PX_LAST,USMMMNCH_Index#@#PX_LAST,USURTOT_Index#@#PX_LAST,VIX_INDEX#@#PX_LAST,W_1_Comdty#@#PX_LAST,COCPIYOY_Index#@#PX_LAST,COPIIYOY_Index#@#PX_LAST,CORRRMIN_Index#@#PX_LAST,CNPINSYO_Index#@#PX_LAST,CHOVCHOV_Index#@#PX_LAST,PRCPI_Index#@#PX_LAST,PRCPYOY_Index#@#PX_LAST,PRCPMOM_Index#@#PX_LAST,PRUEUER_Index#@#PX_LAST,MXCPCHNG_Index#@#PX_LAST,MXCCYOY_Index#@#PX_LAST,MXCCCHNG_Index#@#PX_LAST,MXPIYOY_Index#@#PX_LAST
2015-06,99.47,246.085,1504.75,100.14,98.4455,96.3386,219.64,440.21,154.151,127.77,234.866,456.056,3815.85,2452.37,1013.9,5342.09,4699.71,391.174,146.29,972.122,413.362,1021.61,53080.9,1331.35,13113.2,3897.1,502.952,193.575,4664.4,0.32,2770.01,1201.92,2835.35,1619.77,919.27,2252.43,311.145,258.755,430.913,206.368,391.543,269.063,2563.64,2109.99,1661.94,229.52,2063.11,129.19,998.08,972.25,1654.54,425.79,414.84,813.9019999999998,128.71,1630.4,1172.35,206.844,940.11,7162.69,433.37,63.59,59.47,115.72,84.86,105.01,117.46,112.05,43.73,51.24,26.67,29.8,39.62,57.11,32.77,103.15,99.01,71.3,15.7389,3.103,2606.59,3.1795,639.15,1.1147,122.5,19.87,27.0505,-0.058,0.47,47.6,1.4,45.151,44.0,108.9,87.8,2.7,96.1,1.8,0.1,242.039,0.2,238.638,4.22,95.485,0.34,-5.5,103.3,-2.6,1.1147,1.1147,7.8,50.487,0.25,0.0,0.465,0.127,2.354,0.645,1.649,262.35,-9.9,277.0,2314.0,0.2,0.0,0.3,0.1,34.2,6.6,5.4,-2.4,122.5,-4.7,2.87,54.2,52.3,49.7,189.0,191.0,21.0,62.7,1056.25,17.29,2.3531,3.1236,60.0,4.0,5.3,18.23,614.75,4.42,5.008,4.5,4.4,3.0,119.62,3.54,0.33,6.8,0.17,2.33,0.21,0.7
2015-07,100.03,247.644,1505.71,100.2,99.646,99.8812,220.09,437.68,153.661,127.77,233.862,457.917,3895.8,2527.73,1044.89,5367.23,4527.0,366.351,142.05,916.811,384.708,1006.9,50864.8,1317.24,11987.9,3870.35,505.881,195.256,4748.12,0.31,2880.32,1207.19,2904.93,1682.65,950.443,2301.07,312.7940000000001,259.462,432.125,206.866,391.777,269.833,2580.95,2127.58,1652.26,229.08,2103.84,134.27,1015.25,901.68,1665.1,390.207,400.07,838.829,134.67,1659.52,1095.8,184.879,985.44,7441.05,440.25,52.21,47.12,116.35,84.86,106.44,122.53,112.65,44.79,51.72,25.55,27.13,37.12,56.34,28.69,102.91,102.03,74.83,16.1088,3.4211,2880.45,3.1910000000000003,671.68,1.0984,123.89,17.75,28.478,0.257,0.65,52.6,1.6,41.69,40.5,107.2,84.1,2.8,93.1,1.8,0.2,242.543,0.2,238.654,4.69,97.336,0.43,-7.2,103.6,-2.4,1.0984,1.0984,8.6,-149.187,0.25,0.0,0.415,0.1,2.181,0.6629999999999999,1.53,236.35,-10.5,270.0,2260.0,0.3,13.3,0.1,-0.1,32.8,1.7,-1.3,-3.2,123.89,4.7,2.74,52.0,51.9,45.1,234.0,256.0,118.0,62.6,980.75,17.5,2.1801,2.9061,60.0,15.0,5.2,12.12,499.25,4.46,6.439,4.5,4.6,3.0,120.16,3.56,0.45,6.4,0.15,2.31,0.17,0.65
2015-08,100.12,245.962,1503.83,100.14,99.8793,99.9444,221.38,429.16,153.279,127.75,229.832,453.281,3660.75,2344.55,974.407,5055.3,4234.74,330.362,129.96,819.4939999999998,349.912,937.83,46625.5,1246.59,10340.5,3840.21,504.39,181.871,4433.92,0.3,2750.54,1135.3,2726.61,1582.37,892.7239999999998,2165.96,313.331,260.036,433.032,207.038,391.346,270.374,2565.67,2128.51,1623.48,224.74,1972.18,122.62,935.13,818.73,1665.71,349.149,365.11,785.654,123.31,1537.05,1134.93,183.18,928.95,6983.35,431.54,54.15,49.2,115.06,84.78,106.36,121.42,111.58,41.62,48.48,24.27,24.5,33.84,52.85,24.88,96.77,95.8,70.48,16.7503,3.6198,3052.5,3.2365,691.97,1.1211,121.23,15.81,28.55,-0.706,0.1,53.3,2.0,59.526,41.4,105.1,83.4,2.8,91.9,1.8,0.2,242.788,0.1,238.316,5.04,95.824,0.32,-6.8,103.9,-2.9,1.1211,1.1211,9.9,-64.41199999999999,0.25,0.0,0.38,0.068,2.219,0.7390000000000001,1.5490000000000002,233.8,-11.4,278.0,2249.0,0.4,23.7,0.1,-0.1,33.3,-16.5,2.3,-3.8,121.23,11.3,2.59,49.0,50.8,38.8,126.0,164.0,5.0,62.6,897.5,17.76,2.2179,2.9619,61.0,-9.0,5.1,28.43,482.5,4.74,8.05,4.5,5.0,3.0,120.61,4.04,0.38,6.1,0.21,2.3,0.2,0.34
2015-09,101.13,248.279,1508.36,100.45,101.359,101.425,222.63,416.73,153.15200000000004,127.5,222.82,447.028,3570.17,2234.35,930.278,4711.49,4035.1,324.524,123.82,778.166,339.386,913.86,45059.3,1218.82,10030.6,3685.18,506.364,175.282,4270.38,0.29,2735.0,1101.02,2692.94,1551.88,870.64,2126.91,314.322,260.907,437.297,208.36,396.304,271.41200000000003,2584.8,2147.19,1581.23,220.96,1920.03,117.25,855.77,792.05,1675.58,322.35,350.69,762.795,120.17,1411.16,1115.09,176.921,944.45,7103.66,405.06,48.37,45.09,116.09,84.99,107.87,123.54,110.69,39.8,45.72,23.0,22.61,32.78,51.56,21.95,93.28,93.0,70.95,16.9177,3.9471,3087.42,3.2335,696.2,1.1177,119.88,15.91,29.097,-0.73,0.56,47.7,1.6,59.654,43.0,101.2,78.2,2.8,87.2,1.9,0.0,243.306,0.2,237.945,6.0,96.35,0.35,-7.0,105.0,-2.0,1.1177,1.1177,11.5,90.871,0.25,0.0,0.35600000000000004,0.066,2.0380000000000003,0.631,1.358,234.1,-11.6,271.0,2227.0,0.6,-27.2,-0.1,-0.2,35.1,-19.1,-3.0,-4.0,119.88,-6.7,2.52,50.0,50.1,37.6,119.0,88.0,4.0,62.3,892.0,17.97,2.0368,2.8538,61.0,-1.0,5.0,24.5,512.75,5.35,8.699,4.75,4.6,3.0,120.65,3.9,0.03,6.4,0.37,2.38,0.37,0.78
2015-10,100.66,250.018,1509.79,100.35,100.762,100.902,222.45,430.0,153.19899999999996,127.58,230.102,460.3,3871.33,2394.62,994.741,5186.88,4203.85,350.357,134.46,867.755,363.595,976.63,45868.8,1218.13,10545.6,3827.99,507.983,189.039,4608.78,0.33,2899.42,1184.1,2924.84,1664.98,945.607,2269.46,316.428,261.719,440.001,208.83,400.535,272.25,2595.6,2139.33,1624.7,226.86,2079.36,126.85,949.12,847.84,1677.37,342.022,374.37,826.077,130.32,1558.2,1142.11,176.13099999999997,1003.67,7535.33,430.29,49.56,46.59,116.42,84.83,107.02,122.78,110.96,42.23,49.28,23.8,23.69,34.87,54.72,22.87,100.29,101.09,75.36,16.5021,3.8568,2896.7,3.287,691.6,1.1006,120.62,17.49,29.365,-0.002,1.64,52.8,1.3,61.319,42.8,102.3,82.1,2.7,90.0,1.9,0.2,243.765,0.2,237.838,5.27,96.946,0.43,-7.4,105.5,-1.7,1.1006,1.1006,11.8,-136.558,0.25,0.0,0.309,0.043,2.143,0.726,1.519,231.75,-10.7,274.0,2195.0,0.4,-6.5,0.1,-0.2,32.5,-22.9,0.2,-3.8,120.62,-0.8,2.48,45.6,49.6,39.8,333.0,351.0,62.0,62.5,883.75,17.91,2.1421,2.9222,65.0,13.0,5.0,15.07,522.0,5.89,8.195,5.25,4.0,3.25,120.82,3.66,0.14,5.8,0.51,2.47,0.25,1.3
2015-11,100.25,249.749,1508.3,100.1,100.326,100.026,215.68,419.68,152.94899999999996,127.69,224.663,460.142,3882.84,2350.55,978.109,5135.08,4119.39,338.521,131.78,821.7260000000001,349.412,952.29,45120.4,1114.36,10226.2,3655.3,506.13,187.478,4585.85,0.33,2892.6,1188.63,2937.33,1673.49,948.261,2275.87,316.2940000000001,262.333,440.611,208.499,395.86800000000005,272.885,2589.92,2130.58,1588.59,224.62,2080.41,130.03,959.62,814.3,1674.64,327.69,376.46,829.041,134.55,1580.25,1064.77,163.35399999999996,1001.63,7384.47,441.93,44.61,41.65,115.91,84.57,106.4,121.45,110.8,41.64,49.52,23.27,22.86,33.99,53.59,22.52,100.74,101.4,75.21,16.5768,3.8685,3146.25,3.3759,711.01,1.0565,123.11,16.96,29.581,-0.044,1.31,48.4,1.5,53.71,39.6,104.3,82.9,2.7,91.3,2.0,0.5,244.272,0.2,237.336,5.8,100.17,0.35,-5.9,105.6,-2.8,1.0565,1.0565,12.1,-64.55199999999999,0.25,0.0,0.307,0.041,2.207,0.932,1.645,204.45,-9.5,266.0,2254.0,0.6,4.8,0.1,0.0,32.5,-17.7,0.3,-3.7,123.11,-0.2,2.21,51.5,49.1,35.7,239.0,264.0,70.0,62.5,881.0,17.97,2.206,2.9723,62.0,-4.0,5.0,16.13,460.0,6.39,8.941,5.5,3.9,3.25,121.24,4.17,0.34,5.8,0.55,2.34,0.04,1.36
2015-12,100.0,247.518,1505.27,100.0,100.0,100.0,219.0,407.98,152.618,127.68,219.519,453.442,3821.6,2287.89,956.618,5151.75,3828.85,336.911,131.96,780.313,341.6230000000001,904.99,43350.0,1153.71,9848.59,3680.21,503.602,184.097,4505.24,0.33,2907.49,1163.07,2888.74,1672.59,934.346,2257.3,315.978,263.15,441.55800000000005,207.05900000000003,389.339,273.741,2569.73,2127.09,1548.58,220.82,2043.94,123.11,938.4,794.14,1674.34,313.658,341.92,813.697,128.48,1547.3,1061.1,158.314,1012.74,7436.47,427.8,37.28,37.04,114.01,84.36,105.59,120.58,109.68,40.11,48.48,21.5,21.19,32.19,49.83,20.68,97.86,99.48,75.08,17.2075,3.964,3174.5,3.414,707.8,1.0862,120.22,15.52,29.873,-0.463,0.44,42.5,1.6,59.389,43.6,108.1,82.7,2.6,92.6,2.1,0.7,244.59,0.1,236.525,6.47,98.631,0.43,-5.7,105.9,-2.1,1.0862,1.0862,12.0,-14.444,0.5,0.25,0.265,0.028,2.27,1.05,1.761,213.5,-8.3,277.0,2228.0,0.6,-34.1,0.1,0.1,29.5,-25.7,3.1,-3.6,120.22,-17.4,2.13,46.8,48.4,33.9,218.0,234.0,15.0,62.7,871.25,17.19,2.2694,3.0158,60.0,6.0,5.0,18.21,470.0,6.77,9.57,5.75,4.4,3.5,121.78,4.4,0.45,5.7,0.41,2.41,0.31,1.31
2016-01,102.1,247.504,1510.21,100.62,103.155,105.248,221.1,401.69,153.451,127.71,216.788,453.42,3631.96,2136.52,891.2610000000002,4727.99,3732.45,311.173,121.39,787.457,319.461,870.77,40406.0,1175.09,9391.84,3705.92,509.161,172.99400000000003,4235.72,0.33,2867.01,1102.97,2759.48,1610.93,882.184,2205.3,319.688,263.866,448.81,208.755,399.315,274.552,2578.84,2172.39,1523.69,220.77,1940.24,115.37,866.68,742.37,1696.36,299.23,333.32,764.462,121.59,1432.07,1118.21,155.653,971.89,7133.59,397.74,34.74,33.62,114.15,84.91,109.11,127.3,111.4,37.96,46.0,20.91,20.52,30.57,48.39,19.83,92.69,93.83,72.0,18.1065,3.9991,3284.55,3.4725,711.71,1.0831,121.14,13.51,31.008000000000006,-0.619,0.41,55.6,1.8,60.237,44.2,106.4,82.7,2.5,92.0,2.2,1.4,245.134,0.2,236.916,7.25,99.606,0.36,-6.3,104.7,-2.9,1.0831,1.0831,11.3,55.163,0.5,0.25,0.1,-0.065,1.922,0.7759999999999999,1.329,206.7,-6.5,291.0,2219.0,0.4,-11.0,-0.2,-0.1,28.9,-17.2,0.2,-3.4,121.14,-2.6,2.61,44.2,47.8,33.9,90.0,103.0,62.0,62.8,882.25,17.64,1.9209,2.7438,61.0,24.0,4.9,20.2,479.25,7.45,10.0,6.0,4.8,3.5,122.23,4.61,0.37,6.6,0.38,2.64,0.19,2.85
2016-02,102.7,250.303,1511.02,100.73,104.707,108.563,228.34,404.91,153.81799999999996,127.71,218.878,462.285,3627.06,2099.95,877.057,4598.33,3874.52,308.285,119.17,814.7389999999998,318.938,880.86,42793.9,1244.17,10742.2,3715.84,512.778,171.803,4204.19,0.32,2898.23,1102.69,2774.68,1589.84,881.807,2231.46,320.072,264.199,445.189,210.551,401.283,274.689,2599.67,2191.75,1532.4,222.64,1932.23,112.5,785.62,740.33,1702.73,310.488,336.41,762.383,118.42,1297.85,1238.67,153.121,964.77,7144.49,394.46,35.97,33.75,115.01,84.96,110.57,130.98,112.76,36.78,43.56,21.63,20.85,30.32,48.48,20.49,92.69,93.83,71.46,18.136,4.0163,3292.9,3.5225,695.91,1.0873,112.69,13.4599,32.297,-0.738,1.23,49.4,2.3,30.284,43.6,106.8,81.9,2.5,91.7,2.3,1.0,245.689,0.2,237.111,7.31,98.211,0.22,-8.8,103.3,-4.0,1.0873,1.0873,10.2,-192.61,0.5,0.25,-0.06,-0.223,1.736,0.7759999999999999,1.213,212.85,-6.6,271.0,2187.0,0.6,-13.9,0.2,0.0,29.0,-22.5,-4.6,-3.7,112.69,-4.8,2.87,47.4,49.4,38.3,232.0,257.0,32.0,62.9,853.0,17.51,1.7347,2.6156,58.0,-17.0,4.9,20.55,445.0,7.59,11.003,6.25,4.7,3.5,122.44,4.47,0.17,6.9,0.44,2.66,0.36,3.3
2016-03,102.95,259.233,1522.44,100.91,104.661,108.498,238.21,422.96,155.388,128.0,226.801,477.669,3873.11,2230.34,934.264,4815.86,4260.65,342.904,128.93,943.247,361.142,980.63,50055.3,1336.27,12057.9,3937.49,519.062,184.536,4489.49,0.31,3072.49,1182.12,2951.47,1673.72,941.278,2370.2,322.806,265.158,449.701,211.181,406.546,275.769,2671.78,2195.22,1600.51,230.56,2059.74,113.62,812.6,836.8,1707.24,373.705,372.41,813.092,119.55,1347.2,1232.75,158.97299999999996,1064.93,7826.55,433.14,39.6,38.34,118.82,85.03,110.34,130.61,114.64,39.11,45.64,23.71,25.16,34.25,53.7,26.3,98.81,99.78,77.86,17.279,3.5928,3002.14,3.313,667.74,1.138,112.57,14.74,31.76,-0.366,0.43,52.9,2.3,27.104,42.8,105.6,81.5,2.7,91.0,2.2,0.9,246.004,0.1,238.132,6.44,94.586,0.25,-9.7,102.4,-3.9,1.138,1.138,9.0,-108.043,0.5,0.25,-0.029,-0.182,1.77,0.723,1.206,218.3,-6.1,274.0,2181.0,0.6,-39.6,0.1,-0.1,28.5,-21.2,-3.2,-4.0,112.57,-1.0,2.6,47.6,51.2,52.1,200.0,235.0,145.0,63.0,910.75,16.77,1.7687,2.6119,58.0,-19.0,5.0,13.95,473.5,7.98,8.56,6.5,4.5,3.5,123.17,4.3,0.6,7.2,0.15,2.76,0.36,2.88
2016-04,102.87,263.416,1527.72,100.94,104.556,107.887,241.22,439.43,155.438,128.3,234.432,486.326,3888.13,2286.39,955.75,5039.74,4545.83,339.832,131.21,985.432,363.105,981.34,53910.5,1342.42,13702.5,4002.07,522.599,187.26,4560.53,0.31,3058.67,1206.95,2941.78,1662.76,932.682,2364.44,325.761,266.094,454.023,210.962,407.229,276.815,2708.36,2192.91,1663.17,234.82,2065.3,115.15,809.47,840.19,1709.81,395.99300000000005,383.93,806.066,119.52,1340.55,1293.53,172.505,1046.79,7776.05,443.84,48.13,45.92,120.33,85.01,110.0,129.38,114.88,40.31,45.68,25.4,27.13,34.39,54.04,29.51,100.89,98.86,76.56,17.177,3.4351,2850.04,3.2875,660.41,1.1451,106.5,14.54,31.518,-0.243,0.31,50.8,2.3,42.82100000000001,43.4,106.7,77.6,2.8,89.0,2.1,1.1,246.487,0.2,239.261,5.54,93.082,0.25,-9.3,103.3,-3.5,1.1451,1.1451,10.9,106.452,0.5,0.25,-0.075,-0.195,1.834,0.784,1.295,227.9,-5.3,280.0,2183.0,0.6,-13.5,-0.3,-0.3,26.8,-26.3,7.2,-4.4,106.5,-3.4,2.54,49.4,50.8,57.9,170.0,174.0,71.0,62.8,1021.0,17.49,1.8333,2.6781,58.0,6.0,5.0,15.7,478.0,7.93,8.58,7.0,4.2,3.5,123.19,3.91,0.01,7.0,-0.32,2.83,0.22,2.92
2016-05,102.67,262.528,1527.52,100.84,104.478,108.865,236.01,441.54,155.254,128.53,235.734,484.995,3957.95,2273.16,952.279,4987.4,4389.05,335.30300000000005,129.16,854.573,349.56,905.72,48471.7,1292.51,13536.0,3934.7,523.007,187.496,4586.14,0.32,3107.88,1225.7,2972.06,1703.75,950.794,2387.17,323.085,266.76,450.879,211.131,403.929,277.422,2706.27,2192.85,1673.44,234.99,2096.96,116.86,830.45,807.45,1712.13,353.13,369.13,820.712,122.4,1379.8,1215.32,172.179,1071.42,7800.52,448.47,49.69,49.1,119.39,84.86,109.73,130.16,114.14,39.97,47.16,24.48,23.63,33.12,49.88,25.44,102.37,100.8,78.25,18.4672,3.6109,3090.93,3.377,691.42,1.1132,110.73,14.3,30.7885,-0.056,0.59,50.2,2.0,47.15,43.2,109.9,84.9,2.4,94.7,2.2,1.0,247.031,0.2,240.229,5.46,95.891,0.29,-7.1,103.9,-3.7,1.1132,1.1132,11.0,-52.507,0.5,0.25,-0.105,-0.225,1.847,0.879,1.3730000000000002,209.55,-5.2,265.0,2131.0,0.5,-14.1,-0.5,-0.4,25.5,-24.7,6.6,-4.6,110.73,-4.1,2.6,48.8,50.9,61.4,20.0,34.0,84.0,62.6,1078.5,17.22,1.8458,2.6479,58.0,-18.0,4.7,14.19,464.5,8.2,9.959,7.25,4.2,3.5,123.45,3.54,0.21,7.1,-0.45,2.93,0.21,4.04
2016-06,104.48,269.832,1537.27,101.44,107.583,116.09,244.67,444.27,156.707,128.59,237.63,502.941,3968.21,2175.06,904.352,4864.52,4405.38,344.26,128.9,869.257,363.531,915.0,51526.9,1313.18,13856.9,3995.91,532.214,186.361,4534.75,0.32,3250.17,1236.3,2987.63,1754.92,947.06,2443.45,328.19,267.59,455.1230000000001,211.564,410.242,278.221,2767.19,2241.26,1688.84,239.5,2098.86,111.62,748.25,834.1,1725.51,393.549,367.62,816.2869999999998,118.9,1245.82,1321.9,179.291,1137.28,8091.18,430.89,49.68,48.33,122.735,85.32,112.952,138.9,116.67,37.79,46.0,24.51,26.29,34.36,50.37,30.175,103.23,100.36,82.39,18.2804,3.2126,2920.46,3.2855,663.26,1.1106,103.2,14.46,30.5,-0.3,1.12,54.2,1.9,47.212,43.9,110.8,82.4,2.6,93.5,2.2,1.0,247.436,0.2,241.018,5.81,96.143,0.29,-7.3,103.7,-2.8,1.1106,1.1106,10.2,6.252000000000002,0.5,0.25,-0.217,-0.306,1.471,0.584,1.0,219.45,-4.7,265.0,2128.0,0.4,-12.9,-0.4,-0.3,25.4,-19.9,3.0,-4.5,103.2,-2.6,2.54,49.2,52.5,59.8,289.0,285.0,316.0,62.7,1175.0,16.99,1.4697,2.2847,60.0,21.0,4.9,15.63,431.25,8.6,9.636,7.5,4.2,3.5,123.62,3.34,0.14,7.0,0.11,2.97,0.25,4.94
2016-07,104.52,273.828,1539.75,101.39,107.891,118.643,246.74,455.86,156.55100000000004,128.88,243.2,510.544,4114.51,2265.39,944.45,5179.82,4554.09,360.946,136.41,821.46,381.825,913.02,57308.2,1308.22,15211.0,4117.47,536.6,194.392,4726.34,0.34,3298.21,1272.19,3078.55,1802.07,991.763,2499.78,330.5619999999999,268.441,454.066,211.564,413.057,279.16900000000004,2807.62,2250.34,1734.5,243.5,2173.6,115.45,795.9,873.47,1728.93,415.257,369.64,855.317,123.35,1322.74,1351.28,170.127,1180.09,8439.71,454.07,42.46,41.6,123.99,85.23,113.07,141.56,116.9,38.95,48.24,25.24,27.82,36.205,49.68,33.24,105.58,104.72,85.4,18.7527,3.2491,3070.88,3.352,655.68,1.1174,102.06,15.22,29.752,-0.17600000000000002,0.55,54.8,1.8,50.227,43.0,109.0,77.8,2.7,90.0,2.2,0.8,247.812,0.2,240.628,5.26,95.53,0.39,-8.0,103.7,-2.8,1.1174,1.1174,10.5,-112.815,0.5,0.25,-0.19,-0.266,1.454,0.657,1.025,222.15,-3.7,267.0,2150.0,0.2,-30.7,-0.4,-0.4,24.7,-19.7,-0.2,-4.2,102.06,-3.5,2.65,49.6,52.9,54.9,231.0,325.0,244.0,62.8,1032.5,17.75,1.4531,2.1827,58.0,14.0,4.9,11.87,407.75,8.97,8.378,7.75,4.0,3.5,123.72,2.96,0.08,7.1,0.26,2.97,0.17,5.2
2016-08,103.89,274.524,1539.67,101.21,106.965,117.514,244.38,465.93,156.139,129.23,248.522,520.325,4120.29,2270.48,948.182,5199.6,4568.55,373.106,137.99,836.546,391.314,925.5,57901.1,1380.18,15130.2,4119.28,537.179,195.046,4730.27,0.34,3233.87,1282.01,3073.03,1775.94,986.836,2499.34,331.92800000000005,269.522,456.877,211.564,409.953,280.333,2813.12,2237.97,1770.79,245.81,2170.95,115.93,806.09,893.68,1730.86,418.11800000000005,377.78,850.4680000000002,122.58,1329.54,1308.97,167.12900000000005,1140.61,8188.42,459.39,47.04,44.7,123.89,84.98,111.77,139.87,116.04,39.14,49.12,25.31,28.17,36.53,50.47,33.52,106.39,104.18,82.54,18.7836,3.2263,2971.77,3.392,679.97,1.1158,103.43,16.01,28.798,-0.189,0.0,51.9,1.3,50.133,43.4,107.0,78.7,2.5,89.8,2.3,1.1,248.4,0.2,240.849,4.73,96.022,0.15,-8.6,103.1,-3.9,1.1158,1.1158,9.4,-107.112,0.5,0.25,-0.063,-0.173,1.581,0.807,1.198,206.95,-2.2,260.0,2128.0,0.1,-24.7,-0.5,-0.4,24.2,-8.4,5.7,-3.8,103.43,2.8,2.73,47.9,49.9,53.6,172.0,175.0,90.0,62.8,960.0,17.13,1.58,2.232,59.0,-24.0,4.9,13.42,361.0,8.1,4.888,7.75,3.4,3.5,124.16,2.94,0.36,6.8,0.28,2.96,0.19,5.6
